src_ip,dst_ip,protocol,length,src_port,dst_port,label
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,178,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,178,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,178,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
192.168.123.1,192.168.123.129,6,178,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
192.168.123.1,192.168.123.129,6,178,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.129,192.168.123.1,6,54,22,51767,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.255,17,86,57621,57621,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
192.168.123.1,224.0.0.251,17,262,5353,5353,benign
0.0.0.0,0.0.0.0,0,282,5353,5353,benign
192.168.123.1,224.0.0.251,17,81,5353,5353,benign
0.0.0.0,0.0.0.0,0,101,5353,5353,benign
192.168.123.1,224.0.0.251,17,81,5353,5353,benign
0.0.0.0,0.0.0.0,0,101,5353,5353,benign
192.168.123.1,224.0.0.251,17,81,5353,5353,benign
0.0.0.0,0.0.0.0,0,101,5353,5353,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
192.168.123.1,224.0.0.251,17,315,5353,5353,benign
0.0.0.0,0.0.0.0,0,335,5353,5353,benign
192.168.123.1,224.0.0.251,17,263,5353,5353,benign
0.0.0.0,0.0.0.0,0,283,5353,5353,benign
192.168.123.1,192.168.123.129,6,178,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
192.168.123.1,192.168.123.129,6,178,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,239.255.255.250,17,212,52797,1900,benign
192.168.123.129,192.168.123.1,6,170,22,51767,benign
192.168.123.129,192.168.123.1,6,178,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,178,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,239.255.255.250,17,212,52797,1900,benign
192.168.123.1,239.255.255.250,17,212,52797,1900,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,154,51767,22,benign
192.168.123.129,192.168.123.1,6,54,22,51767,benign
192.168.123.129,192.168.123.1,6,7354,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,7354,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,3458,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,14654,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,13194,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,5118,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,29254,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,3658,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,10618,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,239.255.255.250,17,212,52797,1900,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.129,192.168.123.1,6,54,22,51767,benign
192.168.123.1,192.168.123.129,6,178,51767,22,benign
192.168.123.129,192.168.123.1,6,54,22,51767,benign
192.168.123.129,192.168.123.1,6,146,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,178,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.129,192.168.123.1,6,54,22,51767,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.255,17,86,57621,57621,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.129,192.168.123.1,6,54,22,51767,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.254,17,326,68,67,benign
192.168.123.254,192.168.123.129,17,342,67,68,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.129,192.168.123.1,6,54,22,51767,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
0.0.0.0,0.0.0.0,0,42,0,0,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,178,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,224.0.0.251,17,85,5353,5353,benign
0.0.0.0,0.0.0.0,0,105,5353,5353,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,224.0.0.251,17,85,5353,5353,benign
0.0.0.0,0.0.0.0,0,105,5353,5353,benign
192.168.123.1,192.168.123.129,6,178,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,178,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,178,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.255,17,86,57621,57621,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.129,192.168.123.1,6,54,22,51767,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.129,192.168.123.1,6,54,22,51767,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,224.0.0.251,17,87,5353,5353,benign
0.0.0.0,0.0.0.0,0,107,5353,5353,benign
192.168.123.129,192.168.123.1,6,90,22,51767,benign
192.168.123.1,192.168.123.129,6,146,51767,22,benign
192.168.123.129,192.168.123.1,6,154,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.129,192.168.123.1,6,54,22,51767,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,239.255.255.250,17,167,57438,1900,benign
192.168.123.129,192.168.123.1,6,146,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,178,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,178,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,178,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.255,17,86,57621,57621,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,178,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,178,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.129,192.168.123.1,6,54,22,51767,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
192.168.123.1,192.168.123.129,6,178,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.129,192.168.123.1,6,54,22,51767,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
192.168.123.1,192.168.123.129,6,178,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.255,17,86,57621,57621,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
192.168.123.1,224.0.0.251,17,262,5353,5353,benign
0.0.0.0,0.0.0.0,0,282,5353,5353,benign
192.168.123.1,224.0.0.251,17,81,5353,5353,benign
0.0.0.0,0.0.0.0,0,101,5353,5353,benign
192.168.123.1,224.0.0.251,17,81,5353,5353,benign
0.0.0.0,0.0.0.0,0,101,5353,5353,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.129,192.168.123.1,6,54,22,51767,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,224.0.0.251,17,81,5353,5353,benign
0.0.0.0,0.0.0.0,0,101,5353,5353,benign
192.168.123.1,224.0.0.251,17,315,5353,5353,benign
0.0.0.0,0.0.0.0,0,335,5353,5353,benign
192.168.123.1,224.0.0.251,17,263,5353,5353,benign
0.0.0.0,0.0.0.0,0,283,5353,5353,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
192.168.123.1,192.168.123.129,6,178,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,239.255.255.250,17,212,50064,1900,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.129,192.168.123.1,6,54,22,51767,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,239.255.255.250,17,212,50064,1900,benign
192.168.123.1,239.255.255.250,17,212,50064,1900,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,239.255.255.250,17,212,50064,1900,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.129,192.168.123.1,6,54,22,51767,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.129,192.168.123.1,6,54,22,51767,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.129,192.168.123.1,6,54,22,51767,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.255,17,86,57621,57621,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,178,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.129,192.168.123.1,6,54,22,51767,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.129,6,178,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.129,14.139.60.107,17,90,123,123,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
0.0.0.0,0.0.0.0,0,42,0,0,benign
14.139.60.107,192.168.123.129,17,90,123,123,benign
192.168.123.1,192.168.123.129,6,178,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
192.168.123.1,192.168.123.254,17,342,68,67,benign
192.168.123.254,192.168.123.1,17,342,67,68,benign
0.0.0.0,0.0.0.0,0,90,0,0,benign
192.168.123.1,224.0.0.22,2,60,0,0,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
0.0.0.0,0.0.0.0,0,90,0,0,benign
192.168.123.1,224.0.0.22,2,60,0,0,benign
0.0.0.0,0.0.0.0,0,90,0,0,benign
192.168.123.1,224.0.0.22,2,60,0,0,benign
0.0.0.0,0.0.0.0,0,90,0,0,benign
192.168.123.1,224.0.0.22,2,60,0,0,benign
192.168.123.1,224.0.0.251,17,69,5353,5353,benign
0.0.0.0,0.0.0.0,0,89,5353,5353,benign
0.0.0.0,0.0.0.0,0,127,5353,5353,benign
192.168.123.1,224.0.0.251,17,69,5353,5353,benign
0.0.0.0,0.0.0.0,0,89,5353,5353,benign
0.0.0.0,0.0.0.0,0,127,5353,5353,benign
0.0.0.0,0.0.0.0,0,83,65514,5355,benign
192.168.123.1,224.0.0.251,17,107,5353,5353,benign
192.168.123.1,224.0.0.252,17,63,65514,5355,benign
192.168.123.1,224.0.0.251,17,107,5353,5353,benign
192.168.123.1,224.0.0.22,2,60,0,0,benign
0.0.0.0,0.0.0.0,0,90,0,0,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
0.0.0.0,0.0.0.0,0,42,0,0,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
192.168.123.1,192.168.123.129,6,178,51767,22,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,90,51767,22,benign
192.168.123.129,192.168.123.1,6,54,22,51767,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.129,192.168.123.1,6,54,22,51767,benign
192.168.123.1,192.168.123.129,6,138,51767,22,benign
192.168.123.129,192.168.123.1,6,54,22,51767,benign
192.168.123.129,192.168.123.1,6,138,22,51767,benign
192.168.123.1,192.168.123.129,6,60,51767,22,benign
0.0.0.0,0.0.0.0,0,60,0,0,benign
192.168.123.1,192.168.123.255,17,86,57621,57621,benign
